Linux 7.0.9-arch1-1 (archlinux) 	05/22/2026 	_x86_64_	(4 CPU)

08:46:26 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s  pgprom/s   pgdem/s
09:32:31 AM      3.20      5.60      0.60      0.00    466.20      0.00      0.00      0.00      0.00      0.00
09:32:36 AM      0.00   2416.80   4137.80   4137.60    836.60      0.00      0.00      0.00      0.00      0.00
09:32:41 AM      0.00   5989.60      0.00      0.00   2043.40      0.00      0.00      0.00      0.00      0.00
09:32:46 AM      2.40     65.60      0.60      0.60    426.60      0.00      0.00      0.00      0.00      0.00
09:32:51 AM      2.40   2735.20      0.60      0.60   1220.60      0.00      0.00      0.00      0.00      0.00
09:32:56 AM      0.00     32.80      0.00      0.00     59.00      0.00      0.00      0.00      0.00      0.00
09:33:01 AM     12.80    114.40      0.00      0.00    158.20      0.00      0.00      0.00      0.00      0.00
09:33:06 AM      0.00    285.60      0.00      0.00    624.40      0.00      0.00      0.00      0.00      0.00
09:33:11 AM      0.00      0.00      0.00      0.00    261.40      0.00      0.00      0.00      0.00      0.00
09:33:16 AM      0.80      0.00      0.20      0.20      6.60      0.00      0.00      0.00      0.00      0.00
09:33:21 AM      0.00      0.00      0.00      0.00      6.20      0.00      0.00      0.00      0.00      0.00
09:33:26 AM      0.00      0.00      0.00      0.00     30.40      0.00      0.00      0.00      0.00      0.00
09:33:31 AM      0.00     38.40      0.00      0.00     40.60      0.00      0.00      0.00      0.00      0.00
09:33:36 AM     25.60    117.60      0.00      0.00     18.40      0.00      0.00      0.00      0.00      0.00
09:33:41 AM      0.00      4.00      0.00      0.00    119.40      0.00      0.00      0.00      0.00      0.00
09:33:46 AM      0.00      9.60      0.00      0.00    812.60      0.00      0.00      0.00      0.00      0.00
09:33:51 AM      4.00      7.20      1.00      1.00    603.60      0.00      0.00      0.00      0.00      0.00
09:33:56 AM      0.00      2.40      0.00      0.00    300.80      0.00      0.00      0.00      0.00      0.00
09:34:01 AM      0.00      0.00      0.00      0.00    233.00      0.00      0.00      0.00      0.00      0.00
09:34:06 AM      0.80   2872.80      0.20      0.20   2087.60      0.00      0.00      0.00      0.00      0.00
09:34:11 AM      4.80    104.80      0.40      0.40    696.00      0.00      0.00      0.00      0.00      0.00
09:34:16 AM      0.00      4.00      0.00      0.00    138.40      0.00      0.00      0.00      0.00      0.00
09:34:21 AM      0.00    492.00      0.00      0.00    524.60      0.00      0.00      0.00      0.00      0.00
09:34:26 AM      3.20   3629.60      2.00      2.00   2181.40      0.00      0.00      0.00      0.00      0.00
09:34:31 AM      3.20      0.80      0.80      0.80     31.40      0.00      0.00      0.00      0.00      0.00
09:34:36 AM      1.60      3.20      0.40      0.40     27.00      0.00      0.00      0.00      0.00      0.00
09:34:41 AM     33.60   2027.20      6.60      0.40   2133.60      0.00      0.00      0.00      0.00      0.00
09:34:46 AM     12.80    452.80      3.40      3.20    791.60      0.00      0.00      0.00      0.00      0.00
09:34:51 AM      0.00     67.20      0.00      0.00    376.60      0.00      0.00      0.00      0.00      0.00
09:34:56 AM      0.00     14.40      0.00      0.00    352.60      0.00      0.00      0.00      0.00      0.00
09:35:01 AM      0.00   1583.20      6.20      0.00   2002.60      0.00      0.00      0.00      0.00      0.00
09:35:06 AM      0.00   1190.40      0.00      0.00    899.00      0.00      0.00      0.00      0.00      0.00
09:35:11 AM      0.00   3614.40      0.00      0.00   2263.60      0.00      0.00      0.00      0.00      0.00
09:35:16 AM      0.00    143.20      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:35:21 AM      0.00      0.00      0.00      0.00     62.80      0.00      0.00      0.00      0.00      0.00
09:35:26 AM      0.00   1192.81      0.00      0.00   1299.80      0.00      0.00      0.00      0.00      0.00
09:35:31 AM      0.00      0.80      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
09:35:36 AM    252.00      0.00   5527.80   5527.60     10.20      0.00      0.00      0.00      0.00      0.00
09:35:41 AM      0.00      0.00      0.00      0.00     10.80      0.00      0.00      0.00      0.00      0.00
09:35:46 AM      0.00     38.40      0.00      0.00      4.80      0.00      0.00      0.00      0.00      0.00
09:35:51 AM      4.00      0.00      1.00      1.00     73.60      0.00      0.00      0.00      0.00      0.00
09:35:56 AM      3.20    111.20      0.80      0.80      1.80      0.00      0.00      0.00      0.00      0.00
09:36:01 AM      0.00    364.80      0.00      0.00    765.40      0.00      0.00      0.00      0.00      0.00
09:36:06 AM      0.00    239.20      0.00      0.00    158.20      0.00      0.00      0.00      0.00      0.00
09:36:11 AM      0.00   1564.00      0.00      0.00   1096.80      0.00      0.00      0.00      0.00      0.00
09:36:16 AM      0.00     22.40      0.00      0.00     88.00      0.00      0.00      0.00      0.00      0.00
09:36:21 AM      0.00      0.00      0.00      0.00      4.80      0.00      0.00      0.00      0.00      0.00
09:36:26 AM      0.00     32.80      0.00      0.00      9.60      0.00      0.00      0.00      0.00      0.00
09:36:31 AM      9.60     99.20      0.00      0.00      2.20      0.00      0.00      0.00      0.00      0.00
09:36:36 AM      0.00      4.00      0.00      0.00     17.40      0.00      0.00      0.00      0.00      0.00
09:36:41 AM    237.60      3.20    293.00     10.40    822.60      0.00      0.00      0.00      0.00      0.00
09:36:46 AM 106235.20    764.00  26488.60  26487.80   1197.20      0.00      0.00      0.00      0.00      0.00
09:36:51 AM      3.20    169.60  14909.20  14908.40    317.80      0.00      0.00      0.00      0.00      0.00
09:36:56 AM     12.00   3800.80      3.00      3.00   1017.00      0.00      0.00      0.00      0.00      0.00
09:37:01 AM      1.60   5555.20      0.40      0.40   1815.00      0.00      0.00      0.00      0.00      0.00
09:37:06 AM      4.00    130.40      0.20      0.20      9.40      0.00      0.00      0.00      0.00      0.00
09:37:11 AM      0.00    763.20      0.00      0.00    990.20      0.00      0.00      0.00      0.00      0.00
09:37:16 AM      0.00   2373.60      0.00      0.00    783.20      0.00      0.00      0.00      0.00      0.00
09:37:21 AM      0.00    416.80      0.00      0.00    235.00      0.00      0.00      0.00      0.00      0.00
09:37:26 AM      0.00    240.80      0.00      0.00    100.20      0.00      0.00      0.00      0.00      0.00
09:37:31 AM     10.40   2555.20      2.60      2.60    750.60      0.00      0.00      0.00      0.00      0.00
09:37:36 AM      0.00   4700.00      0.00      0.00   1455.20      0.00      0.00      0.00      0.00      0.00
09:37:41 AM     19.20    756.80      0.00      0.00    220.40      0.00      0.00      0.00      0.00      0.00
09:37:46 AM      0.00    480.00      0.00      0.00    186.80      0.00      0.00      0.00      0.00      0.00
09:37:51 AM     12.80    914.40      0.40      0.40    354.40      0.00      0.00      0.00      0.00      0.00
09:37:56 AM      2.40     16.80      0.60      0.60      9.80      0.00      0.00      0.00      0.00      0.00
09:38:01 AM     16.00     24.80      0.40      0.40      8.40      0.00      0.00      0.00      0.00      0.00
09:38:06 AM      1.60     29.60      0.40      0.40     13.40      0.00      0.00      0.00      0.00      0.00
09:38:11 AM     14.40   4720.80      0.80      0.80   2014.20      0.00      0.00      0.00      0.00      0.00
09:38:16 AM     24.00  10940.00      0.40      0.40   3779.40      0.00      0.00      0.00      0.00      0.00
09:38:21 AM      0.80   4148.80      0.20      0.20   1905.40      0.00      0.00      0.00      0.00      0.00
09:38:26 AM      1.60   8384.80      0.40      0.40   2588.80      0.00      0.00      0.00      0.00      0.00
09:38:31 AM      0.00   9948.00      0.00      0.00   3297.60      0.00      0.00      0.00      0.00      0.00
09:38:36 AM      0.00   1859.20      0.00      0.00    612.00      0.00      0.00      0.00      0.00      0.00
09:38:41 AM     24.80   2546.40   4324.60   4324.60    766.40      0.00      0.00      0.00      0.00      0.00
09:38:46 AM     33.60   3809.60      8.40      8.40   1152.00      0.00      0.00      0.00      0.00      0.00
09:38:51 AM      4.00   4088.00      1.00      1.00   1169.00      0.00      0.00      0.00      0.00      0.00
09:38:56 AM      0.00    141.60      0.00      0.00     54.00      0.00      0.00      0.00      0.00      0.00
09:39:01 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
09:39:06 AM      2.40    306.40      0.60      0.80    104.40      0.00      0.00      0.00      0.00      0.00
09:39:11 AM     18.40   2001.60      1.00      0.80    836.40      0.00      0.00      0.00      0.00      0.00
09:39:16 AM      0.00   4040.00      0.00      0.00   1138.60      0.00      0.00      0.00      0.00      0.00
09:39:21 AM      0.00   6729.60      0.00      0.00   1686.40      0.00      0.00      0.00      0.00      0.00
09:39:26 AM     18.40    265.60      2.60      2.60     43.60      0.00      0.00      0.00      0.00      0.00
09:39:31 AM      2.40      4.00      0.60      0.60      1.00      0.00      0.00      0.00      0.00      0.00
09:39:36 AM      4.00      0.00      1.00      1.00     14.40      0.00      0.00      0.00      0.00      0.00
09:39:41 AM     17.60      1.60      7.40      1.20      8.00      0.00      0.00      0.00      0.00      0.00
09:39:46 AM      4.80     13.60      1.20      1.20      9.00      0.00      0.00      0.00      0.00      0.00
09:39:51 AM      0.00      8.00      0.00      0.00      7.80      0.00      0.00      0.00      0.00      0.00
09:39:56 AM      0.80    674.40      0.20      0.20    226.80      0.00      0.00      0.00      0.00      0.00
09:40:01 AM     17.60  10123.20      7.40      1.20   2871.40      0.00      0.00      0.00      0.00      0.00
09:40:06 AM      0.00   2858.40      0.00      0.00    864.20      0.00      0.00      0.00      0.00      0.00
09:40:11 AM      0.00   3010.40      0.00      0.00    896.40      0.00      0.00      0.00      0.00      0.00
09:40:16 AM      0.00   1119.20      0.00      0.00    373.40      0.00      0.00      0.00      0.00      0.00
09:40:21 AM      0.00   3090.40      0.00      0.00    900.00      0.00      0.00      0.00      0.00      0.00
09:40:26 AM      0.00   1599.20      0.00      0.00    520.80      0.00      0.00      0.00      0.00      0.00
09:40:31 AM      6.40    340.00      0.00      0.00     42.20      0.00      0.00      0.00      0.00      0.00
09:40:36 AM      0.00   1285.60      0.00      0.00    363.00      0.00      0.00      0.00      0.00      0.00
09:40:41 AM      0.00    395.20      0.00      0.00    108.00      0.00      0.00      0.00      0.00      0.00
09:40:46 AM     16.00     31.20      4.20      4.20     14.00      0.00      0.00      0.00      0.00      0.00
09:40:51 AM      3.20    784.80      0.80      0.80    206.00      0.00      0.00      0.00      0.00      0.00
09:40:56 AM      3.20   7469.60      0.80      0.80   2083.00      0.00      0.00      0.00      0.00      0.00
09:41:01 AM      0.80  10213.60      0.20      0.20   2923.20      0.00      0.00      0.00      0.00      0.00
09:41:06 AM      0.00   9970.40      0.00      0.00   2929.60      0.00      0.00      0.00      0.00      0.00
09:41:11 AM      0.00   2992.00      0.00      0.00    771.00      0.00      0.00      0.00      0.00      0.00
09:41:16 AM     11.20    435.20      2.80      2.80    112.20      0.00      0.00      0.00      0.00      0.00
09:41:21 AM      0.00      2.40      0.00      0.00      5.20      0.00      0.00      0.00      0.00      0.00
09:41:26 AM      0.00     11.20      0.00      0.00      7.80      0.00      0.00      0.00      0.00      0.00
09:41:31 AM      0.00    324.00      0.00      0.00    133.00      0.00      0.00      0.00      0.00      0.00
09:41:36 AM      0.00   8138.40      0.00      0.00   2396.80      0.00      0.00      0.00      0.00      0.00
09:41:41 AM  24138.40   2113.60   6144.40   5861.00    808.00      0.00      0.00      0.00      0.00      0.00
09:41:46 AM   1056.80   2866.40      2.80      2.20   2115.60      0.00      0.00      0.00      0.00      0.00
09:41:51 AM     10.40     97.60      0.20      0.20    123.20      0.00      0.00      0.00      0.00      0.00
09:41:56 AM  83032.00   2312.80  20424.80  20424.20   1416.40      0.00      0.00      0.00      0.00      0.00
09:42:01 AM      0.80   1178.40      0.20      0.20    297.20      0.00      0.00      0.00      0.00      0.00
09:42:06 AM      1.60    819.20      0.80      0.40    210.00      0.00      0.00      0.00      0.00      0.00
09:42:11 AM      2.40   1328.00      1.00      0.80    504.40      0.00      0.00      0.00      0.00      0.00
09:42:16 AM      0.00    887.20      0.00      0.00    335.40      0.00      0.00      0.00      0.00      0.00
09:42:21 AM      9.60   2244.00      0.00      0.00    701.20      0.00      0.00      0.00      0.00      0.00
09:42:26 AM      1.60    387.20      0.40      0.40    100.20      0.00      0.00      0.00      0.00      0.00
09:42:31 AM      0.00   2216.00      0.00      0.00    562.00      0.00      0.00      0.00      0.00      0.00
09:42:36 AM      0.00   2634.40      0.00      0.00    843.80      0.00      0.00      0.00      0.00      0.00
09:42:41 AM      3.20   1215.20      1.00      1.00    553.20      0.00      0.00      0.00      0.00      0.00
09:42:46 AM    546.91   2494.21     26.95     21.16   1077.05      0.00      0.00      0.00      0.00      0.00
09:42:51 AM      1.60     95.20      0.40      0.40     18.40      0.00      0.00      0.00      0.00      0.00
09:42:56 AM      7.20    111.20      0.20      0.20      6.00      0.00      0.00      0.00      0.00      0.00
09:43:01 AM      0.00      4.00      0.00      0.00      6.00      0.00      0.00      0.00      0.00      0.00
09:43:06 AM      0.00      0.80      0.00      0.00      7.80      0.00      0.00      0.00      0.00      0.00
09:43:11 AM      0.00   3469.60      0.00      0.00   1127.20      0.00      0.00      0.00      0.00      0.00
09:43:16 AM      0.00   6395.20      0.00      0.00   1936.40      0.00      0.00      0.00      0.00      0.00
09:43:21 AM      4.00   1598.40      1.00      1.00    479.40      0.00      0.00      0.00      0.00      0.00
09:43:26 AM      0.00   1697.60      0.00      0.00    472.60      0.00      0.00      0.00      0.00      0.00
09:43:31 AM     19.20   2741.60      0.00      0.00   1162.20      0.00      0.00      0.00      0.00      0.00
09:43:36 AM      0.00   1371.20      0.00      0.00    392.40      0.00      0.00      0.00      0.00      0.00
09:43:41 AM      2.40    168.80      0.60      0.60     46.60      0.00      0.00      0.00      0.00      0.00
09:43:46 AM     14.40   1525.60      3.60      3.60    389.60      0.00      0.00      0.00      0.00      0.00
09:43:51 AM      1.60    676.80      0.40      0.40    175.40      0.00      0.00      0.00      0.00      0.00
09:43:56 AM      1.60    130.40      0.40      0.40     36.80      0.00      0.00      0.00      0.00      0.00
09:44:01 AM      0.00     64.00      0.00      0.00      7.00      0.00      0.00      0.00      0.00      0.00
09:44:06 AM      6.40   4558.40      0.00      0.00   2091.20      0.00      0.00      0.00      0.00      0.00
09:44:11 AM      0.00   5415.20      0.00      0.00   2275.40      0.00      0.00      0.00      0.00      0.00
09:44:16 AM      0.00   2276.00      0.00      0.00    971.00      0.00      0.00      0.00      0.00      0.00
09:44:21 AM      0.00   2758.40      0.00      0.00    846.00      0.00      0.00      0.00      0.00      0.00
09:44:26 AM    128.80     76.80     11.00      6.20     24.20      0.00      0.00      0.00      0.00      0.00
09:44:31 AM      4.00   5132.80      1.20      1.00   2143.40      0.00      0.00      0.00      0.00      0.00
09:44:36 AM    468.00   5606.40      4.80      4.40   2186.20      0.00      0.00      0.00      0.00      0.00
09:44:41 AM    122.40   2013.60     17.40      5.60    923.40      0.00      0.00      0.00      0.00      0.00
09:44:46 AM     23.20   4345.60   5073.20   5073.20   1453.20      0.00      0.00      0.00      0.00      0.00
09:44:51 AM      0.00      0.00      0.00      0.00      8.00      0.00      0.00      0.00      0.00      0.00
09:44:56 AM      0.00      3.20      0.00      0.00     17.60      0.00      0.00      0.00      0.00      0.00
09:45:01 AM      8.00    927.20      6.40      0.40    257.80      0.00      0.00      0.00      0.00      0.00
09:45:06 AM      0.00      8.00      0.00      0.00     11.20      0.00      0.00      0.00      0.00      0.00
09:45:11 AM    524.80    185.60      6.00      4.80     35.80      0.00      0.00      0.00      0.00      0.00
09:45:16 AM      0.00      0.00      0.00      0.00      7.40      0.00      0.00      0.00      0.00      0.00
09:45:21 AM      3.20    856.80      0.40      0.00    881.20      0.00      0.00      0.00      0.00      0.00
09:45:26 AM      0.80     84.80      0.20      0.20     48.20      0.00      0.00      0.00      0.00      0.00
09:45:31 AM      0.00   3829.60      0.00      0.00   1186.00      0.00      0.00      0.00      0.00      0.00
09:45:36 AM      0.00   2652.00      0.00      0.00    744.80      0.00      0.00      0.00      0.00      0.00
09:45:41 AM     12.80   2356.80      0.00      0.00    681.20      0.00      0.00      0.00      0.00      0.00
09:45:46 AM      0.00   5982.40      0.00      0.00   1752.00      0.00      0.00      0.00      0.00      0.00
09:45:51 AM      0.00      0.00      0.00      0.00     10.80      0.00      0.00      0.00      0.00      0.00
09:45:56 AM   2235.20      7.20     15.60      8.60      9.60      0.00      0.00      0.00      0.00      0.00
09:46:01 AM    281.60   2604.00      6.80      4.80    753.40      0.00      0.00      0.00      0.00      0.00
09:46:06 AM      0.00   9604.80      0.00      0.00   2750.40      0.00      0.00      0.00      0.00      0.00
09:46:11 AM      2.40   4155.20      1.00      0.60   1267.40      0.00      0.00      0.00      0.00      0.00
09:46:16 AM    216.00   6048.00      3.80      3.40   1573.40      0.00      0.00      0.00      0.00      0.00
09:46:21 AM      0.00    562.40      0.00      0.00    144.60      0.00      0.00      0.00      0.00      0.00
09:46:26 AM   2038.40    368.00    316.00      7.20     92.20      0.00      0.00      0.00      0.00      0.00
09:46:31 AM      3.19  14830.34  19524.75      0.00   4071.06      0.00      0.00      0.00      0.00      0.00
09:46:36 AM   8436.80   5948.80   2109.80   2109.20   1624.40      0.00      0.00      0.00      0.00      0.00
09:46:41 AM   6076.00   4459.20   1779.00   1495.60   1393.00      0.00      0.00      0.00      0.00      0.00
09:46:46 AM 101126.40  73993.60  36027.60  36017.60  23924.60 160906.40  43081.80  23500.40      0.00      0.00
09:46:51 AM     38.40      0.00      4.80      3.00      3.80      0.00      0.00      0.00      0.00      0.00
09:46:56 AM 151050.40 123521.60  37615.60  37614.80  37966.60  33417.00   5622.60  31190.40      0.00      0.00
09:47:01 AM     20.80   8600.00      0.40      0.40   2112.40      0.00      0.00      0.00      0.00      0.00
09:47:06 AM   4547.20   3686.40   1138.20   1138.00    928.00      0.00      0.00      0.00      0.00      0.00
09:47:11 AM    311.20      0.00      2.40      2.20      3.80      0.00      0.00      0.00      0.00      0.00
09:47:16 AM      4.80      0.00      2.20      1.40      4.20      0.00      0.00      0.00      0.00      0.00
09:47:21 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:47:26 AM      1.60      0.00      0.40      0.40    107.60      0.00      0.00      0.00      0.00      0.00
09:47:31 AM   1745.60   2867.20    432.00    432.00    788.20      0.00      0.00      0.00      0.00      0.00
09:47:36 AM      0.00  12147.20      0.00      0.00   3153.40      0.00      0.00      0.00      0.00      0.00
09:47:41 AM      8.00   6478.40     19.20     19.20   1626.40      0.00      0.00      0.00      0.00      0.00
09:47:46 AM 109380.44  60331.34  27287.03  27284.63  17655.69 111022.95  23249.90  13916.57      0.00      0.00
09:47:51 AM  72383.97  96380.76  25255.91  25050.50  31848.30  46507.62   5247.49  30548.10      0.00      0.00
09:47:56 AM   1032.00   1206.40     14.00     14.00    994.20      0.00      0.00      0.00      0.00      0.00
09:48:01 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
09:48:06 AM     63.20      0.00     11.60     11.40    210.00      0.00      0.00      0.00      0.00      0.00
09:48:11 AM     20.00      0.00      5.40      5.00      5.20      0.00      0.00      0.00      0.00      0.00
09:48:16 AM      8.80      0.00      2.20      2.20      3.80      0.00      0.00      0.00      0.00      0.00
09:48:21 AM      0.80   2277.60      0.20      0.20    644.80      0.00      0.00      0.00      0.00      0.00
09:48:26 AM      3.20    256.00      0.80      0.80    331.40      0.00      0.00      0.00      0.00      0.00
09:48:31 AM    210.40   6404.00     31.20     31.20   2319.00      0.00      0.00      0.00      0.00      0.00
09:48:36 AM   1612.80      0.00    403.20    403.20    368.40      0.00      0.00      0.00      0.00      0.00
09:48:41 AM    671.20   2358.40    301.60    301.60   1787.40      0.00      0.00      0.00      0.00      0.00
09:48:46 AM    833.60   3344.00    220.40    217.60   1127.00      0.00      0.00      0.00      0.00      0.00
09:48:51 AM      2.40   4607.20    178.60    178.40   1691.20      0.00      0.00      0.00      0.00      0.00
09:48:56 AM     16.80   1770.40    509.80    509.60   1532.80      0.00      0.00      0.00      0.00      0.00
09:49:01 AM      0.00    112.80    102.40    102.40    412.00      0.00      0.00      0.00      0.00      0.00
09:49:06 AM      8.00      4.00      2.00      2.00      3.80      0.00      0.00      0.00      0.00      0.00
09:49:11 AM     18.40   2831.20      1.40      1.20   1474.80      0.00      0.00      0.00      0.00      0.00
09:49:16 AM      0.80      0.00      0.20      0.20      3.80      0.00      0.00      0.00      0.00      0.00
09:49:21 AM      0.80      0.00      0.20      0.20      4.00      0.00      0.00      0.00      0.00      0.00
09:49:26 AM    636.00      0.00     34.00     28.80    214.60      0.00      0.00      0.00      0.00      0.00
09:49:31 AM    210.40     32.00    210.20    209.80    817.00      0.00      0.00      0.00      0.00      0.00
09:49:36 AM    470.40   4000.00      3.00      2.60   1060.80      0.00      0.00      0.00      0.00      0.00
09:49:41 AM   3548.80    302.40    778.20    766.60    197.20      0.00      0.00      0.00      0.00      0.00
09:49:46 AM    599.20   7612.80    146.80    146.80   2031.80      0.00      0.00      0.00      0.00      0.00
09:49:51 AM   5324.00   6408.80   1331.00   1331.00   2367.80      0.00      0.00      0.00      0.00      0.00
09:49:56 AM   2702.40   1289.60    495.80    495.80   1095.20      0.00      0.00      0.00      0.00      0.00
09:50:01 AM    517.60  19755.20   7768.00     13.80   8244.20   5747.20      0.00   4919.40      0.00      0.00
09:50:06 AM      0.00   1172.80      0.00      0.00    303.00      0.00      0.00      0.00      0.00      0.00
09:50:11 AM      4.80    136.80      1.20      0.40  13879.20      0.00      0.00      0.00      0.00      0.00
09:50:16 AM      0.00      4.00      0.20      0.00      5.60      0.00      0.00      0.00      0.00      0.00
09:50:21 AM      0.00      0.00      0.00      0.00    413.40      0.00      0.00      0.00      0.00      0.00
09:50:26 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:50:31 AM      0.00      0.00      0.00      0.00    819.80      0.00      0.00      0.00      0.00      0.00
09:50:36 AM      0.00   7158.40      0.00      0.00   2353.80      0.00      0.00      0.00      0.00      0.00
09:50:41 AM   1396.41   1869.86    330.54    329.94   1646.91      0.00      0.00      0.00      0.00      0.00
09:50:46 AM    826.45  12343.89    208.82    208.82   3280.76      0.00      0.00      0.00      0.00      0.00
09:50:51 AM   3002.40   4246.40   5260.80   5257.40   1791.00      0.00      0.00      0.00      0.00      0.00
09:50:56 AM   8661.60   2223.20   2117.40   2116.60    605.60      0.00      0.00      0.00      0.00      0.00
09:51:01 AM     45.60      0.80      3.00      2.40     22.00      0.00      0.00      0.00      0.00      0.00
09:51:06 AM      0.80   6356.00      0.20      0.20   1598.80      0.00      0.00      0.00      0.00      0.00
09:51:11 AM    241.60      0.00     60.40     60.40      4.00      0.00      0.00      0.00      0.00      0.00
09:51:16 AM    188.00     38.40     13.60     13.40      7.40      0.00      0.00      0.00      0.00      0.00
09:51:21 AM   6587.20    111.20   1645.20   1645.20    164.40      0.00      0.00      0.00      0.00      0.00
09:51:26 AM     12.00   6416.00      4.80      3.80   1658.20      0.00      0.00      0.00      0.00      0.00
09:51:31 AM   5020.00   6812.80   1255.00   1255.00   2049.20      0.00      0.00      0.00      0.00      0.00
09:51:36 AM      0.00   2403.99    801.00    800.80   3039.12      0.00      0.00      0.00      0.00      0.00
09:51:41 AM   1952.80   6036.00   2325.20   2039.60   2075.60      0.00      0.00      0.00      0.00      0.00
09:51:46 AM    458.40   3054.40    114.60    114.60    805.60      0.00      0.00      0.00      0.00      0.00
09:51:51 AM    811.20   1520.80    192.40    192.00    397.80      0.00      0.00      0.00      0.00      0.00
09:51:56 AM    797.60    479.20    192.40    192.20    114.60      0.00      0.00      0.00      0.00      0.00
09:52:01 AM   1241.60  13924.80    309.20    308.60   3491.40      0.00      0.00      0.00      0.00      0.00
09:52:06 AM     69.60   1771.20      1.00      0.60    449.40      0.00      0.00      0.00      0.00      0.00
09:52:11 AM    274.40      0.00     19.00     19.00      5.20      0.00      0.00      0.00      0.00      0.00
09:52:16 AM     17.60      0.00      0.60      0.60      4.00      0.00      0.00      0.00      0.00      0.00
09:52:21 AM 104117.60      0.00  26101.20  26029.40    653.00      0.00      0.00      0.00      0.00      0.00
09:52:26 AM      5.60     38.40      1.60      1.40      3.80      0.00      0.00      0.00      0.00      0.00
09:52:31 AM      9.60    111.20      0.00      0.00      2.20      0.00      0.00      0.00      0.00      0.00
09:52:36 AM      2.40      4.00      0.60      0.60      3.80      0.00      0.00      0.00      0.00      0.00
09:52:41 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:52:46 AM    470.40      0.00    123.60    123.60     16.60      0.00      0.00      0.00      0.00      0.00
09:52:51 AM      0.00      0.00      0.40      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:52:56 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:53:01 AM      0.00     32.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
09:53:06 AM      0.00     98.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:53:11 AM      0.00      5.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:53:16 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:53:21 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:53:26 AM      0.80      0.00      0.20      0.20      3.80      0.00      0.00      0.00      0.00      0.00
09:53:31 AM     32.00      0.00      0.20      0.20      0.60      0.00      0.00      0.00      0.00      0.00
09:53:36 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:53:41 AM      0.00    111.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:53:46 AM      0.00      5.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:53:51 AM  12616.80  26308.00   3154.80   3154.20   7075.60  17459.20     90.00   6653.20      0.00      0.00
09:53:56 AM      0.00   9695.20      0.00      0.00   2488.80   4741.60      0.00   2485.00      0.00      0.00
09:54:01 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
09:54:06 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:54:11 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:54:16 AM      0.00     98.40      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
09:54:21 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:54:26 AM    655.20      0.00      8.80      8.20      4.80      0.00      0.00      0.00      0.00      0.00
09:54:31 AM    388.00      0.00      2.00      1.60      0.80      0.00      0.00      0.00      0.00      0.00
09:54:36 AM    464.00      0.00      1.20      1.00      4.40      0.00      0.00      0.00      0.00      0.00
09:54:41 AM    672.80      0.00     16.80      5.80      8.20      0.00      0.00      0.00      0.00      0.00
09:54:46 AM     19.20     70.40      4.80      4.80      5.40      0.00      0.00      0.00      0.00      0.00
09:54:51 AM      0.00    130.40      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
09:54:56 AM      0.00      4.00      0.00      0.00      5.00      0.00      0.00      0.00      0.00      0.00
09:55:01 AM     12.80     40.00      1.40      0.00      3.80      0.00      0.00      0.00      0.00      0.00
09:55:06 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
09:55:11 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
09:55:16 AM     14.40      0.00      0.20      0.20      4.60      0.00      0.00      0.00      0.00      0.00
09:55:21 AM      0.00     64.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
09:55:26 AM     58.40  42206.40   9900.00      0.40  12525.20  17096.20     25.80  11565.00      0.00      0.00
09:55:31 AM      0.00      4.00      0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00
