Linux 7.0.10-arch1-1 (archlinux) 	06/03/2026 	_x86_64_	(4 CPU)

03:39:50 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s  pgprom/s   pgdem/s
03:39:55 AM   2298.40      0.00 198552.80      1.80    477.60      0.00      0.00      0.00      0.00      0.00
04:26:30 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:26:35 AM      0.00     22.40      0.20      0.00     11.60      0.00      0.00      0.00      0.00      0.00
04:26:40 AM      0.00    782.40      0.00      0.00    244.60      0.00      0.00      0.00      0.00      0.00
04:26:45 AM      0.00     48.80      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:26:50 AM      0.00    357.60      0.00      0.00     67.40      0.00      0.00      0.00      0.00      0.00
04:26:55 AM      0.00      4.80      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:27:00 AM      0.00   2332.00      0.00      0.00    810.40      0.00      0.00      0.00      0.00      0.00
04:27:05 AM      0.00    692.00      0.00      0.00    211.20      0.00      0.00      0.00      0.00      0.00
04:27:10 AM    335.20    148.80     89.40     83.80     67.60      0.00      0.00      0.00      0.00      0.00
04:27:15 AM      0.00      0.00      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
04:27:20 AM      0.00    111.20      0.00      0.00     15.80      0.00      0.00      0.00      0.00      0.00
04:27:25 AM      3.20    181.60      0.00      0.00      4.80      0.00      0.00      0.00      0.00      0.00
04:27:30 AM      3.20     21.60      0.00      0.00     55.40      0.00      0.00      0.00      0.00      0.00
04:27:35 AM      0.80      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:27:40 AM      0.00     20.80      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:27:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:27:50 AM      0.00     70.40      0.00      0.00     35.40      0.00      0.00      0.00      0.00      0.00
04:27:55 AM      3.20      0.00      0.80      0.80      4.20      0.00      0.00      0.00      0.00      0.00
04:28:00 AM      3.20   1057.60      0.00      0.00    256.60      0.00      0.00      0.00      0.00      0.00
04:28:05 AM   4220.00      5.60   1672.40   1672.40     13.60      0.00      0.00      0.00      0.00      0.00
04:28:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:28:15 AM   3033.60      0.00    758.60    758.40    213.00      0.00      0.00      0.00      0.00      0.00
04:28:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:28:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:28:30 AM      0.00     51.20      0.00      0.00     10.60      0.00      0.00      0.00      0.00      0.00
04:28:35 AM      0.00    143.20      0.40      0.20      3.80      0.00      0.00      0.00      0.00      0.00
04:28:40 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:28:45 AM      0.00      0.00      0.00      0.00      1.40      0.00      0.00      0.00      0.00      0.00
04:28:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:28:55 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:29:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:29:05 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:29:10 AM     36.00    124.00    290.40      9.00    216.20      0.00      0.00      0.00      0.00      0.00
04:29:15 AM     11.20      4.80      2.80      2.80      2.00      0.00      0.00      0.00      0.00      0.00
04:29:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:29:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:29:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:29:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:29:40 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:29:45 AM      0.00    136.80      0.00      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:29:50 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:29:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:30:00 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:30:05 AM      0.00      0.00      0.00      0.00      3.79      0.00      0.00      0.00      0.00      0.00
04:30:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:30:15 AM      0.00     32.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:30:20 AM      0.00    156.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:30:25 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:30:30 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:30:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:30:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:30:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:30:50 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:30:55 AM      0.00    143.20      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:31:00 AM      0.00      4.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:31:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:31:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:31:15 AM      0.00      0.00      0.20      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:31:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:31:25 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:31:30 AM      0.00    124.00      0.00      0.00    106.20      0.00      0.00      0.00      0.00      0.00
04:31:35 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:31:40 AM      0.00      0.00      0.00      0.00    106.20      0.00      0.00      0.00      0.00      0.00
04:31:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:31:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:31:55 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:32:00 AM      0.00     38.40      0.00      0.00      5.40      0.00      0.00      0.00      0.00      0.00
04:32:05 AM      0.00    136.80      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:32:10 AM      0.00     56.00      5.60      0.00      5.80      0.00      0.00      0.00      0.00      0.00
04:32:15 AM      0.00     14.40      5.40      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:32:20 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:32:25 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:32:30 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:32:35 AM      0.00     64.00      0.20      0.20      4.20      0.00      0.00      0.00      0.00      0.00
04:32:40 AM      0.00    183.20      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:32:45 AM      0.00      4.80      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:32:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:32:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:33:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:33:05 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:33:10 AM      0.00    156.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:33:15 AM      0.00      0.00     89.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:33:20 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:33:25 AM      0.00      0.00      0.00      0.00  12381.00      0.00      0.00      0.00      0.00      0.00
04:33:30 AM      0.00      0.00      0.20      0.00     10.80      0.00      0.00      0.00      0.00      0.00
04:33:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:33:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:33:45 AM      0.00      0.00      0.00      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:33:50 AM      0.00    149.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:33:55 AM      0.00      3.99      0.00      0.00      3.79      0.00      0.00      0.00      0.00      0.00
04:34:00 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:34:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:34:10 AM      0.00      0.00    281.80      0.00    211.20      0.00      0.00      0.00      0.00      0.00
04:34:15 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:34:20 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:34:25 AM      0.00    136.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:34:30 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:34:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:34:40 AM      0.00      0.00      0.00      0.00      5.40      0.00      0.00      0.00      0.00      0.00
04:34:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:34:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:34:55 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:35:00 AM      0.00    124.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:35:05 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:35:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:35:15 AM      0.00      0.00      0.00      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:35:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:35:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:35:30 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:35:35 AM      0.00    136.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:35:40 AM      0.00      5.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:35:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:35:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:35:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:36:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:36:05 AM      0.00     32.00      0.20      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:36:10 AM      0.00    124.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:36:15 AM      0.00      4.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:36:20 AM      0.00      0.00      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:36:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:36:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:36:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:36:40 AM      0.00     38.40      5.40      0.00      7.40      0.00      0.00      0.00      0.00      0.00
04:36:45 AM      0.00    188.00      0.20      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:36:50 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:36:55 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:37:00 AM      0.00      0.00      0.00      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:37:05 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:37:10 AM      0.00      0.00      0.20      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:37:15 AM      0.00    134.40      5.20      0.00      1.60      0.00      0.00      0.00      0.00      0.00
04:37:20 AM      0.00    170.40      5.20      0.00      4.80      0.00      0.00      0.00      0.00      0.00
04:37:25 AM      0.00      4.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:37:30 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:37:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:37:40 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:37:45 AM      0.00     90.22      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:37:50 AM      0.00    156.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:37:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:38:00 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:38:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:38:10 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:38:15 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:38:20 AM      0.00     32.00      0.00      0.00    208.80      0.00      0.00      0.00      0.00      0.00
04:38:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:38:30 AM      0.00    124.00      0.00      0.00    522.60      0.00      0.00      0.00      0.00      0.00
04:38:35 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:38:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:38:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:38:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:38:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:39:00 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:39:05 AM      0.00    136.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:39:10 AM      0.00      6.40    281.00      0.00    210.80      0.00      0.00      0.00      0.00      0.00
04:39:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:39:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:39:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:39:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:39:35 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:39:40 AM      3.20    143.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:39:45 AM      0.00      4.80      0.00      0.00      1.40      0.00      0.00      0.00      0.00      0.00
04:39:50 AM    716.00      0.00   2357.60      1.40     56.80      0.00      0.00      0.00      0.00      0.00
04:39:55 AM  36758.40  94266.40  48060.20   9183.20  46065.80 167594.00  86934.40  45618.60      0.00      0.00
04:40:00 AM     24.00      0.00      3.40      0.40      4.00      0.00      0.00      0.00      0.00      0.00
04:40:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:40:10 AM      0.00     57.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:40:15 AM     96.00    309.60      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
04:40:20 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:40:25 AM     14.40     31.20      0.80      0.40      4.00      0.00      0.00      0.00      0.00      0.00
04:40:30 AM      0.00      0.00      0.00      0.00      3.79      0.00      0.00      0.00      0.00      0.00
04:40:35 AM      2.40      0.00      0.60      0.60      5.00      0.00      0.00      0.00      0.00      0.00
04:40:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:40:45 AM      0.00     32.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:40:50 AM      0.00    143.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:40:55 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:41:00 AM      3.20  75978.40  28936.20  28936.20  34121.20  33100.80   2540.00  34066.00      0.00      0.00
04:41:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:41:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:41:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:41:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:41:25 AM      8.80    136.80      1.80      0.60      3.80      0.00      0.00      0.00      0.00      0.00
04:41:30 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:41:35 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:41:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:41:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:41:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:41:55 AM      3.20      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:42:00 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:42:05 AM      0.00    149.60      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:42:10 AM      9.60      4.80      5.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:42:15 AM      0.00      0.00      0.20      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:42:20 AM      0.00     35.20      5.20      0.00      6.60      0.00      0.00      0.00      0.00      0.00
04:42:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:42:30 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:42:35 AM      0.80     64.00      0.20      0.20      4.00      0.00      0.00      0.00      0.00      0.00
04:42:40 AM      6.40    208.80      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:42:45 AM      0.00      4.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:42:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:42:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:43:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:43:05 AM      0.00      0.00      0.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:43:10 AM      0.00    175.20      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:43:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:43:20 AM      0.00      5.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:43:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:43:30 AM      0.00      0.00      0.00      0.00     10.40      0.00      0.00      0.00      0.00      0.00
04:43:35 AM      0.00      0.00      0.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:43:40 AM    258.40     32.00      0.20      0.20      3.80      0.00      0.00      0.00      0.00      0.00
04:43:45 AM      0.00      0.00      0.00      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:43:50 AM      0.00    143.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:43:55 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:44:00 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:44:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:44:10 AM 175988.82  89760.48  44262.08  43968.86  42960.28 233833.93  59656.09  40286.23      0.00      0.00
04:44:15 AM   2712.80   7987.20    294.20      9.00   2289.40   5132.80      0.00   1999.80      0.00      0.00
04:44:20 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:44:25 AM     28.80    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:44:30 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:44:35 AM   1021.60      0.00      4.40      1.60      4.00      0.00      0.00      0.00      0.00      0.00
04:44:40 AM  43936.00  14840.80  10962.80  10951.00  16735.00  26595.40  10569.20  14916.00      0.00      0.00
04:44:45 AM    721.60      0.00      0.40      0.40      0.60      0.00      0.00      0.00      0.00      0.00
04:44:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:44:55 AM      9.60    143.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:45:00 AM     67.20 102149.60  28635.20  28512.40  30019.60  54611.20  21938.20  29960.00      0.00      0.00
04:45:05 AM     28.00      0.00      1.60      0.60      4.60      0.00      0.00      0.00      0.00      0.00
04:45:10 AM      0.00      0.00      0.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:45:15 AM   1233.60      0.00   1523.20    935.80      0.60      0.00      0.00      0.00      0.00      0.00
04:45:20 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:45:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:45:30 AM      0.00    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:45:35 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:45:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:45:45 AM     26.40      0.00      0.40      0.20      0.40      0.00      0.00      0.00      0.00      0.00
04:45:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:45:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:46:00 AM  26624.80  39766.40   6656.60   6656.40  11583.00  31478.40      0.00  10856.00      0.00      0.00
04:46:05 AM      0.00    175.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:46:10 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:46:15 AM      7.20      0.00      2.00      1.80      0.60      0.00      0.00      0.00      0.00      0.00
04:46:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:46:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:46:30 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:46:35 AM   1769.60     38.40      5.60      4.00      3.80      0.00      0.00      0.00      0.00      0.00
04:46:40 AM      0.00    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:46:45 AM     11.20      5.60      1.40      0.40      0.40      0.00      0.00      0.00      0.00      0.00
04:46:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:46:55 AM   2256.80      0.00     25.40     15.20     23.60      0.00      0.00      0.00      0.00      0.00
04:47:00 AM      0.80      0.00      1.60      0.20      4.59      0.00      0.00      0.00      0.00      0.00
04:47:05 AM    477.60      0.00      2.60      1.60    588.00      0.00      0.00      0.00      0.00      0.00
04:47:10 AM   1038.40     51.20     24.60      9.00      4.40      0.00      0.00      0.00      0.00      0.00
04:47:15 AM      0.00    282.40      0.00      0.00    286.40      0.00      0.00     28.40      0.00      0.00
04:47:20 AM     12.80     54.40      0.20      0.00      5.60      0.00      0.00      0.00      0.00      0.00
04:47:25 AM      0.00      0.00      0.20      0.20      4.20      0.00      0.00      0.00      0.00      0.00
04:47:30 AM      0.80     14.40      5.60      0.20      4.60      0.00      0.00      0.00      0.00      0.00
04:47:35 AM     11.20      0.00      0.20      0.20      4.00      0.00      0.00      0.00      0.00      0.00
04:47:40 AM    141.60     90.40      1.60      0.60      4.20      0.00      0.00      0.00      0.00      0.00
04:47:45 AM      0.00    149.60      0.20      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:47:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:47:55 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:48:00 AM    225.60      0.00      8.00      6.60      5.20      0.00      0.00      0.00      0.00      0.00
04:48:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:48:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:48:15 AM      0.80     32.00      0.20      0.20      0.40      0.00      0.00      0.00      0.00      0.00
04:48:20 AM      0.00    143.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:48:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:48:30 AM     13.60      4.00      1.20      0.20     10.60      0.00      0.00      0.00      0.00      0.00
04:48:35 AM      2.40      0.00      3.00      2.60      3.80      0.00      0.00      0.00      0.00      0.00
04:48:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:48:45 AM      0.00      0.00      0.00      0.00      1.40      0.00      0.00      0.00      0.00      0.00
04:48:50 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:48:55 AM      0.00      0.00      0.00      0.00      4.80      0.00      0.00      0.00      0.00      0.00
04:49:00 AM      0.80    136.80      0.40      0.20      3.80      0.00      0.00      0.00      0.00      0.00
04:49:05 AM      0.00      4.00      0.60      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:49:10 AM      0.00     44.00      0.00      0.00     21.20      0.00      0.00     11.00      0.00      0.00
04:49:15 AM      0.00      0.00    281.60      0.00    206.60      0.00      0.00      0.00      0.00      0.00
04:49:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:49:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:49:30 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:49:35 AM      0.00    124.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:49:40 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:49:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
